Instrument,Date,Revenue - Mean,Dividend Per Share - Mean,Cash & Short Term Investments,PPE - Net Percentage of Total Assets,"PPE - Net - Total, YoY Avg",Cost Of Goods Sold - Mean,Depreciation Depletion & Amortization - Total,CAPEX Percentage of Total Assets,Selling General & Administrative Expenses - Total
SE0006261046,2015-12-31T00:00:00Z,,,1309934,0,,,,17.49378436,4932943
SE0006261046,2016-12-31T00:00:00Z,,,835241,7.28399,,,140600,25.58630273,4539992
SE0006261046,2017-12-31T00:00:00Z,,,922241,5.41607,714428,,1934000,12.58201079,6103170
SE0006261046,2018-12-31T00:00:00Z,3588333330,0,802725,2.66599,502060,2277333330,2260015,10.61372822,7445067
SE0006261046,2019-12-31T00:00:00Z,6323000000,0,2356307,2.13442,290487.5,4402000000,2405017,11.49906863,8137660
SE0006261046,2020-12-31T00:00:00Z,7031500000,0,81945000,4.72012,11492104.5,4729000000,27372000,63.58529106,38437000
SE0006261046,2021-12-31T00:00:00Z,,,421000000,4.49115,159858000,,475000000,1.522357726,167000000
SE0006504353,2011-12-31T00:00:00Z,,,,,,,,,
SE0006504353,2012-12-31T00:00:00Z,,,653753,1.09891,,,5240,,1064244
SE0006504353,2013-12-31T00:00:00Z,,,128489,0.35165,,,241885,,2746728
SE0006504353,2014-12-31T00:00:00Z,,,350953,0.19868,,,690355,12.20548178,3879377
SE0006504353,2015-12-31T00:00:00Z,,,1014322,6.79109,,,892687,27.45111939,6086252
SE0006504353,2016-12-31T00:00:00Z,,,-62913,9.26662,954421.5,,1230309,12.35324388,7433682
SE0006504353,2017-12-31T00:00:00Z,,,4823245,4.92596,1089516,,1480993,9.281889582,7964789
SE0006504353,2018-12-31T00:00:00Z,,,8837000,2.27034,715505.5,,1382000,7.951289432,8158000
SE0006504353,2019-12-31T00:00:00Z,,,3922000,3.77235,463500,,1305000,13.78919532,8382000
SE0006504353,2020-12-31T00:00:00Z,,,18379000,1.23445,450500,,1546000,7.154333661,7672000
SE0006504353,2021-12-31T00:00:00Z,,,11808000,0.89385,300000,,1634000,2.977999711,8346000
SE0006343745,2012-12-31T00:00:00Z,,,2000,5.09184,,,68000,,6297000
SE0006343745,2013-12-31T00:00:00Z,8000000,0,603472,7.70457,430500,,308734,72.85196326,7603396
SE0006343745,2014-12-31T00:00:00Z,28000000,0,13976294,2.17456,561245,,386473,24.82882193,8737615
SE0006343745,2015-12-31T00:00:00Z,,,7627193,3.76094,849467,,208038,22.19145031,13882640
SE0006343745,2016-12-31T00:00:00Z,0,0,23606708,3.78075,1512192,,3335676,24.7241827,18715073
SE0006343745,2017-12-31T00:00:00Z,115000000,0,1479000,4.26096,1692144,,564000,20.14902917,18352000
SE0006343745,2018-12-31T00:00:00Z,,,14690000,10.75641,1859500,,704000,39.55502384,21357000
SE0006343745,2019-12-31T00:00:00Z,27400000,0,8380000,8.15319,1888000,11000000,731000,0.467783311,27039000
SE0006343745,2020-12-31T00:00:00Z,33000000,,27075000,2.61086,1220500,10000000,697000,0,24606000
SE0006343745,2021-12-31T00:00:00Z,79000000,,70644000,3.77699,1930500,10000000,590000,4.810904955,27289000
SE0006343745,2022-12-31T00:00:00Z,98000000,,29493000,6.33585,2680000,11000000,618000,0,31425000
SE0006426508,,,,,,,,,,
SE0006426508,,480000000,,,,,,,,
SE0006426508,,440000000,,,,,,,,
SE0006426508,,,,,,,,,,
SE0006426508,,,,,,,,,,
SE0006426508,,,,,,,,,,
SE0006117297,2011-12-31T00:00:00Z,,,55294,,,,84804,,1686117
SE0006117297,2012-12-31T00:00:00Z,35000000,0,100542,,,,379082,13.11017333,1647338
SE0006117297,2013-12-31T00:00:00Z,,,21612,,,,583479,11.59266712,2300809
SE0006117297,2014-12-31T00:00:00Z,,,19282000,0.56191,,,832000,7.884143537,4171000
SE0006117297,2015-12-31T00:00:00Z,35000000,0,39664000,0.32345,151500,6000000,1254000,9.919234061,9595000
SE0006117297,2016-12-31T00:00:00Z,35000000,0,18534000,0.96213,251500,3800000,2564000,18.95631897,12242000
SE0006117297,2017-12-31T00:00:00Z,40000000,,14058000,0.87425,311500,7000000,3889000,,
SE0006117297,2018-12-31T00:00:00Z,47000000,,19948000,0.3837,216000,,3948000,7.928901766,15721000
SE0006117297,2019-12-31T00:00:00Z,61000000,,6383000,0.04352,81500,,2905000,,22420000
SE0006117297,2020-12-31T00:00:00Z,,,1228000,4.7839,688500,,3235000,23.80509001,28110000
SE0006117297,2021-12-31T00:00:00Z,,,17984000,2.46313,1223000,,4160000,17.57367265,33271000
SE0006117297,2022-12-31T00:00:00Z,,,26337000,1.53295,935000,,4921000,,
SE0013914249,2014-12-31T00:00:00Z,,,,,,,,,
SE0013914249,2015-12-31T00:00:00Z,,,24418550,,,,10141930,,132000
SE0013914249,2016-12-31T00:00:00Z,,,29824430,,,,10141930,,132000
SE0013914249,2017-12-31T00:00:00Z,,,35989680,,,,10141930,0.157408582,132000
SE0013914249,2018-12-31T00:00:00Z,,,38500000,,,,,0,1400000
SE0013914249,2019-12-31T00:00:00Z,,,159500000,,,,,70.3440827,4700000
SE0013914249,2020-12-31T00:00:00Z,,,94200000,,,,,2.926210619,8500000
SE0013914249,2021-12-31T00:00:00Z,,,162100000,,,,,2.000097725,9200000
SE0006509949,2011-12-31T00:00:00Z,,,16200000,3.67941,,,25100000,,86100000
SE0006509949,2012-12-31T00:00:00Z,1387206330,0.17902,16600000,3.89186,,684478000,25800000,1.497055424,95100000
SE0006509949,2013-12-31T00:00:00Z,1386200000,0.11218,26200000,3.83237,34550000,901905630,29400000,1.283724978,96900000
SE0006509949,2014-12-31T00:00:00Z,1218250000,0.0375,61000000,3.36793,34200000,111094740,23500000,1.05047534,128300000
SE0006509949,2015-12-31T00:00:00Z,1155000000,0.01,87900000,3.46336,35550000,989000000,25700000,1.182692308,102200000
SE0006509949,2016-12-31T00:00:00Z,1081000000,0.01,85200000,3.5,37900000,974000000,27500000,1.295241595,116100000
SE0006509949,2017-12-31T00:00:00Z,937000000,0,67900000,3.93625,35200000,825000000,21800000,1.477832512,118500000
SE0006509949,2018-12-31T00:00:00Z,795000000,0.04,88400000,4.12148,33400000,710500000,14300000,2.316043426,109000000
SE0006509949,2019-12-31T00:00:00Z,822000000,0,65200000,12.99554,69550000,735000000,40900000,1.514966402,94600000
SE0006509949,2020-12-31T00:00:00Z,818500000,0.005,61000000,11.69349,92050000,725500000,38200000,0.86224318,89200000
SE0006509949,2021-12-31T00:00:00Z,,,32300000,10.28852,72050000,,31800000,0.672731443,78100000
SE0006509949,2022-12-31T00:00:00Z,,,47900000,9.20058,61050000,,29700000,0.654690619,77200000
SE0006625471,2012-08-31T00:00:00Z,,,59436000,0.74358,,,43534000,,423683000
SE0006625471,2013-08-31T00:00:00Z,8520333330,2.49396,2419000,0.66888,,7286000000,62367000,1.491448842,583498000
SE0006625471,2014-08-31T00:00:00Z,8735000000,2.70126,133607000,0.50546,21046500,7398000000,32416000,0.933129681,782918000
SE0006625471,2015-08-31T00:00:00Z,10053500000,2.90544,77800000,0.54898,19740000,8539500000,10587000,0.732562338,824500000
SE0006625471,2016-08-31T00:00:00Z,11979200000,3.22368,242900000,0.52066,20701000,10029000000,10600000,0.927315153,911500000
SE0006625471,2017-08-31T00:00:00Z,13522800000,3.39817,71500000,0.5901,22450000,11019500000,81600000,0.67677281,1016300000
SE0006625471,2018-08-31T00:00:00Z,13914750000,2.70468,277600000,1.48452,58150000,11526000000,78300000,1.007162258,1183300000
SE0006625471,2019-08-31T00:00:00Z,20236250000,3.21783,281300000,1.45426,98700000,19159000000,115600000,1.181073081,1594300000
SE0006625471,2020-08-31T00:00:00Z,24001750000,3.425,730100000,7.73524,353600000,20553666670,296800000,1.479620324,1617900000
SE0006625471,2021-08-31T00:00:00Z,25662250000,3.4,847400000,5.06873,663600000,22122333330,321100000,0.769464046,1825200000
SE0006625471,2022-08-31T00:00:00Z,,,766800000,4.05237,684100000,,407300000,1.265407446,2628300000
SE0006510335,2012-12-31T00:00:00Z,,,71478,6.08718,,,1059407,,5339130
SE0006510335,2013-12-31T00:00:00Z,60000000,0,20737590,3.86848,,,1064445,4.337824553,7431492
SE0006510335,2014-12-31T00:00:00Z,75000000,0,3283000,37.96357,5254647.5,,1389834,22.84711589,10924183
SE0006510335,2015-12-31T00:00:00Z,102000000,0,40349000,18.51226,12287000,,2097000,21.40592114,15865000
SE0006510335,2016-12-31T00:00:00Z,137000000,,10040000,27.03661,18596000,,4649000,16.10381986,21468000
SE0006510335,2017-12-31T00:00:00Z,,,22265000,22.11087,22229000,,5863000,8.892823767,29360000
SE0006510335,2018-12-31T00:00:00Z,149000000,0,6122000,23.46458,21588500,106000000,6376000,4.832500355,34458000
SE0006510335,2019-12-31T00:00:00Z,171000000,0,61150000,24.49148,31546000,123000000,12016000,5.36314303,33782000
SE0006510335,2020-12-31T00:00:00Z,163000000,0,32028000,32.64028,46147000,113000000,12590000,11.90057699,38180000
SE0006510335,2021-12-31T00:00:00Z,189000000,0,34248000,31.0867,54219000,131000000,15599000,8.587054644,47442000
SE0006510335,2022-12-31T00:00:00Z,,,15204000,26.79238,51098000,,25267000,8.044596034,55064000
SE0006510640,2012-12-31T00:00:00Z,,,10028000,5.86323,,,4713000,,45640000
SE0006510640,2013-12-31T00:00:00Z,,,11772000,5.66358,6944500,,4785000,2.389723907,52089000
SE0006510640,2014-12-31T00:00:00Z,,,10641000,6.84096,7433000,,5279000,5.017736486,56705000
SE0006510640,2015-12-31T00:00:00Z,,,8247000,9.44562,10163000,,6681000,6.946990881,66556000
SE0006510640,2016-12-31T00:00:00Z,,,6992000,7.85105,10924500,,7058000,2.585831731,72475000
SE0006510640,2017-12-31T00:00:00Z,,,13780000,5.3167,8794500,,6745000,2.536797626,73327000
SE0006510640,2018-12-31T00:00:00Z,,,14057000,4.96759,7160000,,6509000,2.185446651,75944000
